Dividends for VTSMX: 02/16/2016-02/15/2019
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/24/2004   0.090   539.766     48.58     26.11    1.861     541.626
12/23/2004   0.185   541.626    100.20     28.68    3.494     545.120
03/23/2005   0.100   545.120     54.51     27.78    1.962     547.082
06/24/2005   0.090   547.082     49.24     28.42    1.732     548.815
09/23/2005   0.130   548.815     71.35     29.12    2.450     551.265
12/23/2005   0.153   551.265     84.34     30.46    2.769     554.034
03/17/2006   0.120   554.034     66.48     31.57    2.106     556.140
06/23/2006   0.120   556.140     66.74     30.02    2.223     558.363
09/22/2006   0.120   558.363     67.00     31.50    2.127     560.490
12/21/2006   0.164   560.490     91.92     34.06    2.699     563.189
03/23/2007   0.140   563.189     78.85     34.75    2.269     565.458
06/22/2007   0.130   565.458     73.51     36.35    2.022     567.480
09/21/2007   0.150   567.480     85.12     36.72    2.318     569.798
12/19/2007   0.182   569.798    103.70     34.93    2.969     572.767
03/24/2008   0.145   572.767     83.05     32.44    2.560     575.327
06/23/2008   0.146   575.327     84.00     32.20    2.609     577.936
09/23/2008   0.138   577.936     79.76     29.09    2.742     580.677
12/19/2008   0.157   580.677     91.17     21.37    4.266     584.943
03/24/2009   0.131   584.943     76.63     19.48    3.934     588.877
06/23/2009   0.104   588.877     61.24     21.83    2.805     591.682
09/23/2009   0.113   591.682     66.86     26.20    2.552     594.234
12/21/2009   0.167   594.234     99.24     27.37    3.626     597.860
03/24/2010   0.107   597.860     63.97     28.97    2.208     600.068
06/23/2010   0.124   600.068     74.41     27.11    2.745     602.813
09/23/2010   0.137   602.813     82.59     27.89    2.961     605.774
12/21/2010   0.162   605.774     98.14     31.50    3.115     608.890
03/24/2011   0.128   608.890     77.94     32.90    2.369     611.258
06/23/2011   0.128   611.258     78.24     32.34    2.419     613.678
09/22/2011   0.139   613.678     85.30     28.06    3.040     616.718
12/20/2011   0.167   616.718    102.99     30.89    3.334     620.052
03/23/2012   0.140   620.052     86.81     34.93    2.485     622.537
06/22/2012   0.158   622.537     98.36     33.17    2.965     625.502
09/21/2012   0.167   625.502    104.46     36.34    2.874     628.377
12/19/2012   0.255   628.377    160.24     35.83    4.472     632.849
03/21/2013   0.166   632.849    105.05     38.81    2.707     635.556
06/21/2013   0.176   635.556    111.86     39.85    2.807     638.363
09/20/2013   0.196   638.363    125.12     43.18    2.898     641.260
12/19/2013   0.227   641.260    145.57     45.58    3.194     644.454
03/24/2014   0.192   644.454    123.74     47.08    2.628     647.082
06/23/2014   0.190   647.082    122.95     49.49    2.484     649.567
09/23/2014   0.211   649.567    137.06     49.58    2.764     652.331
12/22/2014   0.258   652.331    168.30     51.95    3.240     655.571
03/24/2015   0.232   655.571    152.09     52.78    2.882     658.452
06/25/2015   0.214   658.452    140.91     53.07    2.655     661.107
09/24/2015   0.233   661.107    154.04     48.55    3.173     664.280

Dividends for VFINX: 08/03/2002-12/04/2015
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/27/2002   0.350   129.584     45.35     76.37    0.594     130.178
12/27/2002   0.420   130.178     54.67     80.73    0.677     130.855
03/28/2003   0.300   130.855     39.26     79.69    0.493     131.348
06/20/2003   0.300   131.348     39.40     91.94    0.429     131.776
09/26/2003   0.360   131.776     47.44     92.08    0.515     132.292
12/26/2003   0.470   132.292     62.18    101.15    0.615     132.906
03/26/2004   0.360   132.906     47.85    102.30    0.468     133.374
06/25/2004   0.350   133.374     46.68    104.78    0.446     133.820
09/24/2004   0.410   133.820     54.87    102.55    0.535     134.355
12/23/2004   0.830   134.355    111.51    111.45    1.001     135.355
03/23/2005   0.430   135.355     58.20    107.99    0.539     135.894
06/24/2005   0.420   135.894     57.08    109.80    0.520     136.414
09/23/2005   0.530   136.414     72.30    111.93    0.646     137.060
12/28/2005   0.600   137.060     82.24    115.82    0.710     137.770
03/17/2006   0.490   137.770     67.51    120.35    0.561     138.331
06/23/2006   0.480   138.331     66.40    114.60    0.579     138.910
09/22/2006   0.520   138.910     72.23    121.08    0.597     139.507
12/26/2006   0.650   139.507     90.68    130.43    0.695     140.202
03/23/2007   0.550   140.202     77.11    132.20    0.583     140.785
06/22/2007   0.570   140.785     80.25    138.32    0.580     141.365
09/21/2007   0.620   141.365     87.65    140.49    0.624     141.989
12/21/2007   0.750   141.989    106.49    136.59    0.780     142.769
03/27/2008   0.600   142.769     85.66    122.02    0.702     143.471
06/26/2008   0.570   143.471     81.78    118.12    0.692     144.163
09/25/2008   0.635   144.163     91.54    111.27    0.823     144.986
12/26/2008   0.700   144.986    101.49     80.23    1.265     146.251
03/26/2009   0.528   146.251     77.22     76.64    1.008     147.259
06/23/2009   0.435   147.259     64.06     82.46    0.777     148.035
09/28/2009   0.482   148.035     71.35     97.98    0.728     148.764
12/28/2009   0.659   148.764     98.04    103.81    0.944     149.708
03/29/2010   0.437   149.708     65.42    108.07    0.605     150.313
06/28/2010   0.506   150.313     76.06     98.93    0.769     151.082
09/23/2010   0.529   151.082     79.92    103.52    0.772     151.854
12/23/2010   0.494   151.854     75.02    115.72    0.648     152.503
03/24/2011   0.505   152.503     77.01    120.59    0.639     153.141
06/23/2011   0.536   153.141     82.08    118.19    0.695     153.836
09/22/2011   0.554   153.836     85.22    103.97    0.820     154.655
12/22/2011   0.651   154.655    100.68    115.43    0.872     155.528
03/23/2012   0.536   155.528     83.36    128.69    0.648     156.175
06/22/2012   0.607   156.175     94.80    122.99    0.771     156.946
09/21/2012   0.651   156.946    102.17    134.57    0.759     157.705
12/21/2012   0.905   157.705    142.72    131.69    1.084     158.789
03/21/2013   0.635   158.789    100.83    142.40    0.708     159.497
06/21/2013   0.697   159.497    111.17    146.72    0.758     160.255
09/20/2013   0.747   160.255    119.71    157.57    0.760     161.015
12/23/2013   0.869   161.015    139.92    168.42    0.831     161.846
03/21/2014   0.734   161.846    118.79    172.04    0.691     162.536
06/20/2014   0.762   162.536    123.85    181.01    0.684     163.220
09/19/2014   0.826   163.220    134.82    185.43    0.727     163.947
12/17/2014   0.981   163.947    160.83    185.53    0.867     164.814
03/20/2015   0.934   164.814    153.94    194.32    0.792     165.606
06/19/2015   0.860   165.606    142.42    194.57    0.732     166.338
09/18/2015   0.911   166.338    151.53    180.57    0.839     167.178

Dividends for VTSMX: 12/12/2000-10/10/2005
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/16/2001   0.070   326.264     22.84     25.38    0.900     327.164
06/22/2001   0.062   327.164     20.28     27.21    0.745     327.910
09/21/2001   0.073   327.910     23.94     21.40    1.119     329.028
12/21/2001   0.092   329.028     30.27     25.59    1.183     330.211
03/22/2002   0.070   330.211     23.11     25.92    0.892     331.103
06/21/2002   0.060   331.103     19.87     22.58    0.880     331.983
09/27/2002   0.070   331.983     23.24     18.94    1.227     333.210
12/20/2002   0.093   333.210     30.99     20.38    1.521     334.730
03/28/2003   0.070   334.730     23.43     19.69    1.190     335.920
06/20/2003   0.070   335.920     23.51     22.89    1.027     336.947
09/26/2003   0.080   336.947     26.96     23.21    1.161     338.109
12/19/2003   0.107   338.109     36.18     25.45    1.422     339.530
03/26/2004   0.080   339.530     27.16     26.09    1.041     340.571
06/25/2004   0.090   340.571     30.65     26.67    1.149     341.721
09/24/2004   0.090   341.721     30.75     26.11    1.178     342.899
12/23/2004   0.185   342.899     63.44     28.68    2.212     345.110
03/23/2005   0.100   345.110     34.51     27.78    1.242     346.353
06/24/2005   0.090   346.353     31.17     28.42    1.097     347.450
09/23/2005   0.130   347.450     45.17     29.12    1.551     349.001

Dividends for VFINX: 12/12/2000-10/10/2005
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
03/16/2001   0.290    78.808     22.85    106.16    0.215      79.024
06/22/2001   0.280    79.024     22.13    113.09    0.196      79.219
09/21/2001   0.320    79.219     25.35     89.08    0.285      79.504
12/28/2001   0.385    79.504     30.61    107.08    0.286      79.790
03/22/2002   0.290    79.790     23.14    105.96    0.218      80.008
06/21/2002   0.300    80.008     24.00     91.22    0.263      80.271
09/27/2002   0.350    80.271     28.09     76.37    0.368      80.639
12/27/2002   0.420    80.639     33.87     80.73    0.420      81.059
03/28/2003   0.300    81.059     24.32     79.69    0.305      81.364
06/20/2003   0.300    81.364     24.41     91.94    0.265      81.629
09/26/2003   0.360    81.629     29.39     92.08    0.319      81.948
12/26/2003   0.470    81.948     38.52    101.15    0.381      82.329
03/26/2004   0.360    82.329     29.64    102.30    0.290      82.619
06/25/2004   0.350    82.619     28.92    104.78    0.276      82.895
09/24/2004   0.410    82.895     33.99    102.55    0.331      83.226
12/23/2004   0.830    83.226     69.08    111.45    0.620      83.846
03/23/2005   0.430    83.846     36.05    107.99    0.334      84.180
06/24/2005   0.420    84.180     35.36    109.80    0.322      84.502
09/23/2005   0.530    84.502     44.79    111.93    0.400      84.902

Dividends for VTSMX: 07/02/2003-03/05/2008
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/26/2003   0.080   435.920     34.87     23.21    1.503     437.422
12/19/2003   0.107   437.422     46.80     25.45    1.839     439.261
03/26/2004   0.080   439.261     35.14     26.09    1.347     440.608
06/25/2004   0.090   440.608     39.65     26.67    1.487     442.095
09/24/2004   0.090   442.095     39.79     26.11    1.524     443.619
12/23/2004   0.185   443.619     82.07     28.68    2.862     446.481
03/23/2005   0.100   446.481     44.65     27.78    1.607     448.088
06/24/2005   0.090   448.088     40.33     28.42    1.419     449.507
09/23/2005   0.130   449.507     58.44     29.12    2.007     451.514
12/23/2005   0.153   451.514     69.08     30.46    2.268     453.781
03/17/2006   0.120   453.781     54.45     31.57    1.725     455.506
06/23/2006   0.120   455.506     54.66     30.02    1.821     457.327
09/22/2006   0.120   457.327     54.88     31.50    1.742     459.069
12/21/2006   0.164   459.069     75.29     34.06    2.210     461.280
03/23/2007   0.140   461.280     64.58     34.75    1.858     463.138
06/22/2007   0.130   463.138     60.21     36.35    1.656     464.794
09/21/2007   0.150   464.794     69.72     36.72    1.899     466.693
12/19/2007   0.182   466.693     84.94     34.93    2.432     469.125

Dividends for VFINX: 07/02/2003-03/05/2008
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/26/2003   0.360   108.921     39.21     92.08    0.426     109.346
12/26/2003   0.470   109.346     51.39    101.15    0.508     109.855
03/26/2004   0.360   109.855     39.55    102.30    0.387     110.241
06/25/2004   0.350   110.241     38.58    104.78    0.368     110.609
09/24/2004   0.410   110.609     45.35    102.55    0.442     111.052
12/23/2004   0.830   111.052     92.17    111.45    0.827     111.879
03/23/2005   0.430   111.879     48.11    107.99    0.445     112.324
06/24/2005   0.420   112.324     47.18    109.80    0.430     112.754
09/23/2005   0.530   112.754     59.76    111.93    0.534     113.288
12/28/2005   0.600   113.288     67.97    115.82    0.587     113.875
03/17/2006   0.490   113.875     55.80    120.35    0.464     114.338
06/23/2006   0.480   114.338     54.88    114.60    0.479     114.817
09/22/2006   0.520   114.817     59.70    121.08    0.493     115.310
12/26/2006   0.650   115.310     74.95    130.43    0.575     115.885
03/23/2007   0.550   115.885     63.74    132.20    0.482     116.367
06/22/2007   0.570   116.367     66.33    138.32    0.480     116.846
09/21/2007   0.620   116.846     72.44    140.49    0.516     117.362
12/21/2007   0.750   117.362     88.02    136.59    0.644     118.007

Dividends for VTSMX: 08/19/2002-08/06/2013
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
09/27/2002   0.070   462.963     32.41     18.94    1.711     464.674
12/20/2002   0.093   464.674     43.21     20.38    2.120     466.794
03/28/2003   0.070   466.794     32.68     19.69    1.660     468.454
06/20/2003   0.070   468.454     32.79     22.89    1.433     469.887
09/26/2003   0.080   469.887     37.59     23.21    1.620     471.506
12/19/2003   0.107   471.506     50.45     25.45    1.982     473.489
03/26/2004   0.080   473.489     37.88     26.09    1.452     474.940
06/25/2004   0.090   474.940     42.74     26.67    1.603     476.543
09/24/2004   0.090   476.543     42.89     26.11    1.643     478.186
12/23/2004   0.185   478.186     88.46     28.68    3.085     481.270
03/23/2005   0.100   481.270     48.13     27.78    1.732     483.003
06/24/2005   0.090   483.003     43.47     28.42    1.530     484.532
09/23/2005   0.130   484.532     62.99     29.12    2.163     486.695
12/23/2005   0.153   486.695     74.46     30.46    2.445     489.140
03/17/2006   0.120   489.140     58.70     31.57    1.859     490.999
06/23/2006   0.120   490.999     58.92     30.02    1.963     492.962
09/22/2006   0.120   492.962     59.16     31.50    1.878     494.840
12/21/2006   0.164   494.840     81.15     34.06    2.383     497.223
03/23/2007   0.140   497.223     69.61     34.75    2.003     499.226
